item_code,category,item,specification,unit, unit_price , purchase_year ,purchase_date,quantity,total_price,order_date,delivery_date,lead_time
ANAGN00001,섬유제품,화학솜,중품 3.75kg(열처리됨),kg," 9,750 ",2020,2020-12-08,26," 253,500 ",2020-11-30,2021-02-13,75
ANAGO00001,섬유제품,혼방면사,30번수단사 (코마) 65/35,kg," 3,638 ",2020,2020-03-17,28," 101,864 ",2020-03-06,2020-03-19,13
ANAGP00001,섬유제품,폴리에스테르F사,75D/36수 SD                                              ,kg," 2,170 ",2020,2020-06-15,30," 65,100 ",2020-06-12,2020-07-08,26
ANAGQ00001,섬유제품,아세테이트사,75D                                                                        ,kg," 6,520 ",2020,2020-02-11,35," 228,200 ",2020-01-31,2020-07-12,163
ANAGR00001,섬유제품,폴리에스테르DTY,150 D/SD A급                                                        ,kg," 2,170 ",2020,2020-05-23,41," 88,970 ",2020-05-01,2020-07-24,84
ANAGS00001,섬유제품,S/T폴리에스터사,150 D/96 SD                                                            ,kg," 2,510 ",2020,2020-08-20,37," 92,870 ",2020-08-02,2020-11-08,98
AOAGT00001,용지,중질지,70g/㎡4×6판                                         ,연," 37,230 ",2020,2020-11-16,36," 1,340,280 ",2020-11-11,2021-01-08,58
AOAGU00001,용지,백상지,70g/㎡4×6판                             ,연," 47,560 ",2020,2020-08-27,44," 2,092,640 ",2020-08-09,2020-08-29,20
AOAGV00001,용지,아트지,100g/㎡4×6판(양면)                 ,연," 64,360 ",2020,2020-11-27,35," 2,252,600 ",2020-11-21,2021-04-01,131
AOAGW00001,용지,박엽지,평량25g(식품포장용),Ton," 2,400,000 ",2020,2020-08-10,2," 4,800,000 ",2020-07-28,2020-09-09,43
AOAGX00001,용지,종이컵지,평량230g,Ton," 1,300,000 ",2020,2020-04-10,15," 19,500,000 ",2020-04-10,2020-04-12,2
AOAGY00001,용지,마니라판지,비코팅 200g/㎡4×6판             ,연," 103,100 ",2020,2020-08-16,32," 3,299,200 ",2020-08-02,2021-01-07,158
AOAGZ00001,용지,백크라프트지,75∼120g/㎡                             ,Ton," 1,700,000 ",2020,2020-08-07,32," 54,400,000 ",2020-07-29,2020-08-12,14
AOAHA00001,용지,골판지원지,KA180g/㎡                                ,Ton," 520,000 ",2020,2020-11-23,16," 8,320,000 ",2020-11-12,2021-01-31,80
AOAHB00001,용지,알루미늄박지,(7∼15μ)×100㎜                         ,kg," 6,500 ",2020,2020-06-23,1," 6,500 ",2020-06-20,2020-07-21,31
AOAHC00001,용지,전산지,백색평량70g/㎡                         ,Ton," 1,604,400 ",2020,2020-07-02,21," 33,692,400 ",2020-06-24,2020-08-13,50
APAHD00001,사무용품,컴퓨터본체,DB500S9Z-AD2BA,대," 560,000 ",2020,2020-04-28,43," 24,080,000 ",2020-04-03,2020-06-25,83
APAHE00001,사무용품,컬러레이져프린터,CLP-365W                                                                ,대," 215,000 ",2020,2020-04-07,12," 2,580,000 ",2020-03-10,2020-05-07,58
APAHF00001,사무용품,CD-R,LG 700MB 52X 50장 벌크,EA," 11,000 ",2020,2020-10-05,12," 132,000 ",2020-10-03,2020-11-21,49
APAHG00001,사무용품,팩시밀리,FAX L150,대," 277,000 ",2020,2020-11-16,35," 9,695,000 ",2020-10-22,2021-01-24,94
APAHH00001,사무용품,L형 데스크,SD316R 1600*1200*720mm,EA," 425,000 ",2020,2020-09-13,9," 3,825,000 ",2020-09-05,2020-12-05,91
APAHI00001,사무용품,회전의자(가죽),CH3100 685×665×1200~1270mm                           ,EA," 1,306,000 ",2020,2020-04-09,43," 56,158,000 ",2020-04-04,2020-09-23,172
AAAAA00001,철강재,원형봉강,SS275 16㎜,kg," 1,220 ",2021,2021-10-24,50," 61,000 ",2021-10-19,2022-01-17,90
AAAAB00001,철강재,보통철근,SD300 D10㎜,M/T," 1,075,000 ",2021,2021-06-27,41," 44,075,000 ",2021-06-26,2021-09-28,94
AAAAC00001,철강재,고장력철근,SD400 D10㎜,M/T," 1,085,000 ",2021,2021-01-24,33," 35,805,000 ",2021-01-21,2021-03-06,44
AAAAD00001,철강재,등변ㄱ형강(소형),65×65×6㎜,kg," 1,220 ",2021,2021-12-11,44," 53,680 ",2021-11-18,2021-12-23,35
AAAAE00001,철강재,ㄷ형강,100×50×5㎜,kg," 1,220 ",2021,2021-10-26,0, - ,2021-10-13,2022-03-04,142
AAAAF00001,철강재,4각강,12㎜,kg," 1,220 ",2021,2021-03-07,19," 23,180 ",2021-02-15,2021-03-18,31
AAAAG00001,철강재,평강,4.5t×50㎜,kg," 1,220 ",2021,2021-10-17,1," 1,220 ",2021-09-26,2022-03-05,160
AAAAH00001,철강재,구조용H형강,"100×100×6×8㎜(압연,중형)",M/T," 1,300,000 ",2021,2021-04-04,50," 65,000,000 ",2021-04-01,2021-04-30,29
AAAAI00001,철강재,열연박판,"SS275 1.4≤T≤1.6㎜ (914×1,829)",kg," 1,370 ",2021,2021-10-01,23," 31,510 ",2021-09-18,2022-03-11,174
AAAAJ00001,철강재,열연후판,"SS275 12.0㎜≤T≤20.0㎜(2,438×6029)",kg," 1,190 ",2021,2021-05-06,5," 5,950 ",2021-05-06,2021-08-21,107
AAAAK00001,철강재,냉연강판,CR(SCP1) 1.0㎜≤T<1.75㎜,kg," 1,380 ",2021,2021-03-08,44," 60,720 ",2021-02-16,2021-07-29,163
AAAAL00001,철강재,전기아연도강판,"0.35㎜ ≤T〈0.4 ㎜((914×1,829)",매," 7,050 ",2021,2021-08-06,14," 98,700 ",2021-07-12,2021-11-19,130
AAAAM00001,철강재,아연도강판,"T≤0.20㎜ (914×1,829)",매," 5,070 ",2021,2021-07-27,0, - ,2021-07-12,2021-09-01,51
AAAAN00001,철강재,석도강판,0.25×5.6/5.6(50×50),M/T," 2,341,000 ",2021,2021-12-03,28," 65,548,000 ",2021-11-27,2022-01-04,38
AAAAO00001,철강재,구조용탄소강관(백관),76.3×3.2mm,m," 11,090 ",2021,2021-02-06,13," 144,170 ",2021-01-20,2021-05-18,118
AAAAP00001,철강재,보통철선,#10   3.2㎜,kg," 1,390 ",2021,2021-11-02,1," 1,390 ",2021-10-05,2022-02-27,145
AAAAQ00001,철강재,소철선(어닐링),＃6   4.0㎜,kg," 1,460 ",2021,2021-04-19,23," 33,580 ",2021-04-06,2021-09-24,171
AAAAR00001,철강재,아연도철선,1종 #8   4.0㎜,kg," 1,710 ",2021,2021-07-28,45," 76,950 ",2021-07-17,2021-12-04,140
AAAAS00001,철강재,경강선,선경 1.0∼1.19㎜,kg," 2,760 ",2021,2021-07-18,6," 16,560 ",2021-07-16,2021-09-18,64
AAAAT00001,철강재,PC강선2종,단선12.7ø단중0.785/m,kg," 2,010 ",2021,2021-06-17,8," 16,080 ",2021-05-25,2021-05-26,1
AAAAU00001,철강재,와이어로프,6×24(도금)마심 10㎜,m," 1,220 ",2021,2021-04-01,39," 47,580 ",2021-03-31,2021-06-26,87
AAAAV00001,철강재,철못,N25   23kg(일반용),Box," 40,460 ",2021,2021-08-22,23," 930,580 ",2021-07-25,2021-09-04,41
AAAAW00001,철강재,육각볼트,M6×20㎜,EA, 16 ,2021,2021-04-19,46, 736 ,2021-03-27,2021-09-19,176
ABAAX00001,특수강재,스테인리스강판(STS304 2B),STS304 2.0mm,M/T," 3,900,000 ",2021,2021-04-26,25," 97,500,000 ",2021-04-15,2021-05-17,32
ABAAY00001,특수강재,스테인리스선(STS304),0.3㎜,kg," 9,000 ",2021,2021-02-14,18," 162,000 ",2021-01-29,2021-07-20,172
ABAAZ00001,특수강재,구조용스테인리스관(원형),STS304 12.7×1.0㎜(0.291kg/m),m," 1,650 ",2021,2021-03-08,21," 34,650 ",2021-02-11,2021-05-10,88
ABABA00001,특수강재,회주철품(KSD4301),GC-200,kg," 2,500 ",2021,2021-10-04,7," 17,500 ",2021-10-04,2021-11-11,38
ABABB00001,특수강재,기계구조용탄소강,SMxxC Φ25∼250,kg," 1,730 ",2021,2021-05-08,49," 84,770 ",2021-04-24,2021-09-12,141
ACABC00001,비철제품,동판(1종),0.5㎜×400㎜×1200㎜(KSD 5201),kg," 15,370 ",2021,2021-12-23,11," 169,070 ",2021-12-11,2022-01-18,38
ACABD00001,비철제품,동봉,두께 6.1∼10㎜,kg," 16,630 ",2021,2021-04-13,39," 648,570 ",2021-03-15,2021-06-05,82
ACABE00001,비철제품,동선,7.0∼12.9㎜(경질AA급),kg," 16,290 ",2021,2021-05-28,43," 700,470 ",2021-05-13,2021-07-26,74
ACABF00001,비철제품,황동판(2종),"0.5×400×1,200㎜",kg," 12,180 ",2021,2021-10-21,15," 182,700 ",2021-10-12,2022-02-14,125
ACABG00001,비철제품,전기동,99.99% 이상,Ton," 12,860,000 ",2021,2021-02-12,19," 244,340,000 ",2021-01-18,2021-06-07,140
ACABH00001,비철제품,알루미늄괴,V-INGOT(중국제),Ton," 3,410,000 ",2021,2021-11-16,5," 17,050,000 ",2021-10-25,2021-12-17,53
ACABI00001,비철제품,니켈,99.9%이상 ,kg," 24,300 ",2021,2021-06-26,16," 388,800 ",2021-06-13,2021-06-15,2
ACABJ00001,비철제품,카드뮴,99.9%이상 (합금용),kg," 5,000 ",2021,2021-02-20,13," 65,000 ",2021-02-06,2021-03-09,31
ACABK00001,비철제품,전기아연,99.995%(ＳＨＧ),Ton," 3,985,000 ",2021,2021-10-04,25," 99,625,000 ",2021-09-17,2021-10-31,44
ACABL00001,비철제품,전기연,99.99%이상,Ton," 3,198,000 ",2021,2021-06-20,3," 9,594,000 ",2021-06-09,2021-10-14,127
ACABM00001,비철제품,주석(석괴),99.99%이상,kg," 47,800 ",2021,2021-10-24,24," 1,147,200 ",2021-10-06,2022-01-19,105
ACABN00001,비철제품,망간,99.98%이상,kg," 8,000 ",2021,2021-04-16,5," 40,000 ",2021-03-18,2021-05-24,67
ACABO00001,비철제품,연판,"1㎜× 909×1,818㎜",매," 70,000 ",2021,2021-05-08,32," 2,240,000 ",2021-05-08,2021-07-12,65
ACABP00001,비철제품,봉납땜,Sn 50%,kg," 31,500 ",2021,2021-07-22,42," 1,323,000 ",2021-07-16,2021-09-03,49
ACABQ00001,비철제품,알루미늄판,"0.4㎜ 400×1,200㎜(A1235)",kg," 5,490 ",2021,2021-08-09,23," 126,270 ",2021-08-09,2022-01-05,149
ACABR00001,비철제품,알루미늄관,22×1.0㎜×3m,본," 3,790 ",2021,2021-02-04,49," 185,710 ",2021-01-09,2021-06-14,156
ADABS00001,골재 / 목재,모래,"江모래, 시내도착도                       ",㎥," 35,000 ",2021,2021-07-01,28," 980,000 ",2021-06-22,2021-09-13,83
ADABT00001,골재 / 목재,자연자갈,#57 25mm시내도착도,㎥," 30,000 ",2021,2021-10-22,28," 840,000 ",2021-09-29,2021-11-29,61
ADABU00001,골재 / 목재,쇄석자갈,#467 40mm시내도착도,㎥," 28,000 ",2021,2021-04-14,41," 1,148,000 ",2021-03-30,2021-06-26,88
ADABV00001,골재 / 목재,시멘트(보통),40kg (포장품)                                                           ,포," 5,100 ",2021,2021-12-24,44," 224,400 ",2021-12-04,2022-03-03,89
ADABW00001,골재 / 목재,백시멘트,40kg /NET                                                                ,포," 11,500 ",2021,2021-11-02,35," 402,500 ",2021-10-26,2021-12-05,40
ADABX00001,골재 / 목재,타일시멘트,"줄눈용백색.ISO인증, KS인증  25kg",포," 5,200 ",2021,2021-12-26,13," 67,600 ",2021-12-13,2022-03-17,94
ADABY00001,골재 / 목재,레미콘,25㎜ 18MPa×80mm,㎥," 69,040 ",2021,2021-07-24,14," 966,560 ",2021-07-03,2021-09-06,65
ADABZ00001,골재 / 목재,미송각재,30×30×3600mm,재," 2,100 ",2021,2021-07-16,48," 100,800 ",2021-07-01,2021-10-01,92
ADACA00001,골재 / 목재,외송각재,30×30×3600mm,재," 1,900 ",2021,2021-03-10,38," 72,200 ",2021-02-10,2021-02-19,9
ADACB00001,골재 / 목재,나왕각재,45×90×3600mm,재," 6,300 ",2021,2021-08-26,0, - ,2021-08-19,2021-10-07,49
ADACC00001,골재 / 목재,미송판재,30×300×3600mm,재," 2,400 ",2021,2021-03-27,39," 93,600 ",2021-03-24,2021-06-13,81
ADACD00001,골재 / 목재,외송판재,30×300×3600mm,재," 1,900 ",2021,2021-03-03,25," 47,500 ",2021-02-12,2021-05-20,97
ADACE00001,골재 / 목재,나왕판재,30×300×3600mm(상품),재," 6,400 ",2021,2021-06-15,36," 230,400 ",2021-06-08,2021-10-04,118
AEACF00001,토목자재,스트레이트아스팔트,AP-3 침입도 80∼100㎜,kg, 700 ,2021,2021-08-15,6," 4,200 ",2021-08-11,2021-08-24,13
AEACG00001,토목자재,아스콘,#467기층용,M/T," 63,000 ",2021,2021-05-07,4," 252,000 ",2021-04-19,2021-08-23,126
AEACH00001,토목자재,보차도경계석,직선200×250×1000㎜                      ,EA," 29,520 ",2021,2021-06-26,20," 590,400 ",2021-06-22,2021-07-17,25
AEACI00001,토목자재,보차도용콘크리트조립블록,U형블록 6T백.청.황.녹,㎡," 11,000 ",2021,2021-07-15,24," 264,000 ",2021-07-02,2021-12-12,163
AEACJ00001,토목자재,콘크리트보차도경계블록,KSF4006 B형 18×20.5×25×100㎜,EA," 7,600 ",2021,2021-10-01,36," 273,600 ",2021-09-26,2022-03-10,165
AEACK00001,토목자재,U형블록,222×110.5×60 회색,㎡," 8,500 ",2021,2021-02-19,48," 408,000 ",2021-01-22,2021-05-30,128
AEACL00001,토목자재,돌망태,"사각개비온, 아연도금철선(4종)￠4.0mm, 2.0*1.0*1.0m",조," 94,900 ",2021,2021-06-01,23," 2,182,700 ",2021-05-30,2021-08-31,93
AEACM00001,토목자재,흄관,500×42㎜(보통관),본," 79,800 ",2021,2021-01-14,37," 2,952,600 ",2020-12-25,2021-06-09,166
AEACN00001,토목자재,콘크리트파일(PHC PILE),400×65×10m(A종),본," 274,800 ",2021,2021-09-02,35," 9,618,000 ",2021-08-12,2021-08-25,13
AEACO00001,토목자재,V.R관,400mm×60mm(보통관A형 2종),본," 62,800 ",2021,2021-01-13,45," 2,826,000 ",2021-01-04,2021-04-23,109
AEACP00001,토목자재,U형강널말뚝,400×150×13㎜(재질 SY300),M/T," 1,000,000 ",2021,2021-06-12,25," 25,000,000 ",2021-05-27,2021-07-14,48
AEACQ00001,토목자재,산업용화약,뉴마이트플러스Ⅰ 25mm  20kg/Box,Box," 74,200 ",2021,2021-10-28,25," 1,855,000 ",2021-09-29,2022-02-06,130
AFACR00001,건축자재,콘크리트벽돌,190×90×57㎜ KS,매, 70 ,2021,2021-06-03,35," 2,450 ",2021-05-05,2021-05-07,2
AFACS00001,건축자재,콘크리트블록,B-6 150×190×390㎜ KS,매, 700 ,2021,2021-09-09,47," 32,900 ",2021-08-18,2021-09-17,30
AFACT00001,건축자재,점토벽돌,"SH3201/3205(미장,토담) 190×90×57㎜",EA, 380 ,2021,2021-04-05,16," 6,080 ",2021-03-08,2021-06-07,91
AFACU00001,건축자재,대리석,"평창대리석, 벽체용 20T(물갈기)",㎡," 140,000 ",2021,2021-10-03,1," 140,000 ",2021-09-16,2022-03-11,176
AFACV00001,건축자재,화강석,포천석 (A급) 원석,재," 8,000 ",2021,2021-05-14,28," 224,000 ",2021-05-06,2021-10-30,177
AFACW00001,건축자재,석재타일,"자기질, GN 150x150x15T",㎡," 27,000 ",2021,2021-11-15,31," 837,000 ",2021-10-26,2021-12-20,55
AFACX00001,건축자재,외장타일,"200×200×9T(파스텔,무유,일반컬러)",㎡," 33,000 ",2021,2021-06-07,37," 1,221,000 ",2021-05-22,2021-08-03,73
AFACY00001,건축자재,아스팔트루핑,"루핑 25kg, 1m×21m, KSF 4902",R/L," 50,000 ",2021,2021-03-27,9," 450,000 ",2021-03-26,2021-07-22,118
AFACZ00001,건축자재,그을림점토기와,"한식그을림기와(중와)여와, 360×300×21",매," 2,080 ",2021,2021-07-08,33," 68,640 ",2021-06-08,2021-09-24,108
AFADA00001,건축자재,브로운아스팔트,KSM2204 PN. 침입도 10∼20,M/T," 1,700,000 ",2021,2021-05-26,20," 34,000,000 ",2021-05-11,2021-05-18,7
AFADB00001,건축자재,플라스틱창문틀,"115 미서기창115×1000×1000(양면색상, 유리 16T)",Set," 87,980 ",2021,2021-09-26,26," 2,287,480 ",2021-09-06,2022-01-12,128
AFADC00001,건축자재,알루미늄새시,프로로폰(불소코팅)에버그린,kg," 9,000 ",2021,2021-08-04,17," 153,000 ",2021-08-01,2021-12-30,151
AFADD00001,건축자재,판유리,"맑은유리,5mm 152.4×304.8㎝",㎡," 7,620 ",2021,2021-04-11,47," 358,140 ",2021-04-05,2021-08-17,134
AFADE00001,건축자재,수성도료(수성),"KSM6010 2종 2급, 백색, 내부용 18ℓ",통," 66,000 ",2021,2021-07-25,19," 1,254,000 ",2021-07-05,2021-10-14,101
AFADF00001,건축자재,유성도료(조합),"KSM6020 1종 1급, 백색, 18ℓ",통," 221,000 ",2021,2021-03-17,37," 8,177,000 ",2021-02-23,2021-06-29,126
AFADG00001,건축자재,도로용페인트,"KSM6080 3종 가열형(백색), 18ℓ",통," 97,000 ",2021,2021-09-15,48," 4,656,000 ",2021-08-22,2021-10-16,55
AFADH00001,건축자재,유성도료(에나멜),"KSM6020  2종, 1급, 백색, 18ℓ",통," 119,350 ",2021,2021-12-12,3," 358,050 ",2021-12-02,2022-03-15,103
AFADI00001,건축자재,비닐시트바닥재(숲),블루 2.0T× 1830mm,㎡," 16,000 ",2021,2021-08-09,36," 576,000 ",2021-07-18,2021-09-26,70
AFADJ00001,건축자재,디럭스타일,LG 3.0×300×300㎜(디럭스마블),㎡," 8,400 ",2021,2021-02-22,14," 117,600 ",2021-02-02,2021-06-22,140
AFADK00001,건축자재,스티로폼,1호 10×900×1800㎜,매," 1,940 ",2021,2021-02-04,29," 56,260 ",2021-01-28,2021-02-13,16
AFADL00001,건축자재,유리섬유보드,#64K(밀도) 50mm 1m×2m,㎡," 8,320 ",2021,2021-09-20,17," 141,440 ",2021-09-08,2021-12-23,106
AFADM00001,건축자재,합판,(내수합판)12㎜×1220×2440㎜(4′×8′),매," 29,500 ",2021,2021-09-13,6," 177,000 ",2021-09-02,2022-02-09,160
AFADN00001,건축자재,마이텍스,12mm×300×600,㎡," 8,200 ",2021,2021-04-19,34," 278,800 ",2021-04-19,2021-05-25,36
AFADO00001,건축자재,일반석고보드,9.5×900×1800㎜,매," 3,900 ",2021,2021-11-27,23," 89,700 ",2021-11-09,2022-03-27,138
AGADP00001,배관설비재,배관용탄소강관(SPP),20㎜ 반제품 KS(흑관),m," 2,200 ",2021,2021-04-05,26," 57,200 ",2021-04-03,2021-05-14,41
AGADP00001,배관설비재,배관용탄소강관(SPP),20㎜ 반제품 KS(백관),m," 2,980 ",2021,2021-01-03,1," 2,980 ",2020-12-10,2020-12-20,10
AGADQ00001,배관설비재,공업배관용스테인리스관,STS 304 TP-A  호칭 15A 두께 2.0t -KSD3576-,m," 4,950 ",2021,2021-09-02,9," 44,550 ",2021-08-15,2021-10-23,69
AGADR00001,배관설비재,폴리부틸렌(PB)파이프,"급수,급탕관(직관,롤관) 15mm",m, 740 ,2021,2021-01-12,22," 16,280 ",2020-12-29,2021-03-04,65
AGADS00001,배관설비재,PVC파이프,수도용직관 20㎜×4m,본," 3,760 ",2021,2021-01-20,15," 56,400 ",2021-01-06,2021-04-18,102
AGADT00001,배관설비재,동파이프,L-TYPE 15A 15.88㎜   0.426kg/m,m," 6,280 ",2021,2021-06-03,16," 100,480 ",2021-05-29,2021-05-31,2
AGADU00001,배관설비재,수도용폴리에틸렌관,SDR11 PE80 무공관 20mm,m, 560 ,2021,2021-12-13,5," 2,800 ",2021-11-24,2022-04-01,128
AGADV00001,배관설비재,가스관,PLP 가스관  150A ,m," 43,550 ",2021,2021-10-02,41," 1,785,550 ",2021-09-09,2021-10-26,47
AGADW00001,배관설비재,가단주철제관이음쇠(흑관),나사식소켓 15mm ,EA, 450 ,2021,2021-07-04,48," 21,600 ",2021-06-17,2021-08-02,46
AGADX00001,배관설비재,동관이음쇠(KSD5578),90도 엘보 65mm  외경 66.68mm,EA," 17,220 ",2021,2021-02-05,23," 396,060 ",2021-01-13,2021-07-06,174
AHADY00001,밸브류,청동제밸브,게이트 15㎜   5kg/㎠,EA," 9,430 ",2021,2021-03-05,44," 414,920 ",2021-02-26,2021-04-30,63
AHADZ00001,밸브류,주철제밸브,게이트 80㎜  10kg/㎠,EA," 97,500 ",2021,2021-07-15,31," 3,022,500 ",2021-07-12,2021-07-15,3
AHAEA00001,밸브류,주강제밸브,게이트 80㎜  10kg/㎠,EA," 347,600 ",2021,2021-12-16,13," 4,518,800 ",2021-11-29,2022-05-19,171
AQAHJ00001,위생기재,대변기,서양식탱크 일체형사이펀변기(하이형) 2020C,조," 230,000 ",2021,2021-03-25,21," 4,830,000 ",2021-03-22,2021-04-01,10
ARAHK00001,보일러·연소기 ,가스보일러,S-LINE 와인콘덴싱 16000Kcal/h,대," 550,000 ",2021,2021-01-04,36," 19,800,000 ",2020-12-13,2021-05-27,165
ARAHL00001,보일러·연소기 ,기름보일러,STH-50S 겸용 50000Kcal/h,대," 1,270,000 ",2021,2021-09-28,11," 13,970,000 ",2021-09-06,2021-09-25,19
ASAHM00001,냉난방기기,가스온풍기,RHF-1004F,대," 1,105,000 ",2021,2021-10-10,28," 30,940,000 ",2021-09-14,2022-01-03,111
ASAHN00001,냉난방기기,시스템에어컨디셔너,실외기 수냉식 Multiv 18HP,대," 15,028,200 ",2021,2021-11-18,16," 240,451,200 ",2021-11-14,2022-02-21,99
AIAEB00001,보온.보냉재,미네랄울파이프카바,"40mm, 1½"", 40T",m," 5,104 ",2021,2021-09-09,50," 255,200 ",2021-09-02,2021-10-08,36
AJAEC00001,"전기통신
및
소방설비",HIV전선,단선2.5 SQ,m, 331 ,2021,2021-11-10,33," 10,923 ",2021-10-27,2021-12-16,50
AJAED00001,"전기통신
및
소방설비",OW전선,연선 14㎟,m," 1,732 ",2021,2021-07-19,4," 6,928 ",2021-06-21,2021-09-14,85
AJAEE00001,"전기통신
및
소방설비",F-CV전선,1C 2.5SQ(0.6/1KV),m, 608 ,2021,2021-05-06,27," 16,416 ",2021-04-18,2021-09-03,138
AJAEF00001,"전기통신
및
소방설비",고주파동축케이블,"ECX 5C-2V, 1×0.8㎜(소선수X소선경), 75Ω  -KSC 3610-",m, 680 ,2021,2021-03-06,34," 23,120 ",2021-02-10,2021-02-20,10
AJAEG00001,"전기통신
및
소방설비",CPEV전화케이블,"0.5㎜, 200P",m," 21,320 ",2021,2021-08-16,25," 533,000 ",2021-08-08,2021-09-02,25
AJAEH00001,"전기통신
및
소방설비",LAN(UTP)케이블,"UTP CAT.6/CM,  24AWG×4PR",m, 670 ,2021,2021-09-01,31," 20,770 ",2021-08-03,2021-12-21,140
AJAEI00001,"전기통신
및
소방설비",에나멜동선,PEW/UEW 0.14㎜,kg," 16,951 ",2021,2021-01-16,15," 254,265 ",2021-01-12,2021-04-25,103
AJAEJ00001,"전기통신
및
소방설비",강제전선관,"KSC 8401,16mm,21.0×2.30mm,1.06kg/m",m," 2,830 ",2021,2021-04-21,14," 39,620 ",2021-03-30,2021-09-26,180
AJAHO00001,"전기통신
및
소방설비",FC통신관,50mm(1본=60m),본," 21,500 ",2021,2021-02-01,26," 559,000 ",2021-01-13,2021-04-14,91
AJAEL00001,"전기통신
및
소방설비",몰드변압기,"100KVA (22.9Kv/480Kv 이하), 3상 표준소비효율",대," 13,300,000 ",2021,2021-05-14,26," 345,800,000 ",2021-04-27,2021-10-07,163
AJAEM00001,"전기통신
및
소방설비",배선용차단기(MCCB),"ABN-52C, 정격전압:460V, 정격전류:15~50, 14KA, 극수2P",대," 33,800 ",2021,2021-09-25,28," 946,400 ",2021-09-17,2022-02-24,160
AJAEN00001,"전기통신
및
소방설비",전자개폐기,"표준형 CMS-50, 11KW/220V, 22KW/460V, 2소자",대," 82,857 ",2021,2021-11-01,14," 1,159,998 ",2021-10-14,2021-10-23,9
AJAEO00001,"전기통신
및
소방설비",형광램프,"FL 20S-EX-D, 20W, 삼파장(번개표)",EA," 1,900 ",2021,2021-11-10,49," 93,100 ",2021-11-10,2021-12-22,42
AJAEP00001,"전기통신
및
소방설비",축전지,"자동차용축전지, BX 80 L/R, (12V,80AH)",EA," 115,000 ",2021,2021-06-12,24," 2,760,000 ",2021-05-29,2021-06-29,31
AJAEQ00001,"전기통신
및
소방설비",ABC소화기,"1.5kg(빌딩,공장용,대종규격)",대," 21,000 ",2021,2021-06-16,15," 315,000 ",2021-06-12,2021-07-31,49
AKAHP00001,기계공구,수중모터펌프,심정용 SP-1027,대," 1,970,000 ",2021,2021-07-11,26," 51,220,000 ",2021-07-05,2021-08-10,36
AKAES00001,기계공구,교류아크용접기,HAWL-130 10KVA 5KW 130A,대," 196,000 ",2021,2021-06-06,45," 8,820,000 ",2021-06-05,2021-07-29,54
AKAET00001,기계공구,용접봉,연강용 4.0mm(KSE-4301),kg," 2,980 ",2021,2021-02-11,50," 149,000 ",2021-01-21,2021-07-11,171
AKAEU00001,기계공구,전기드릴,PD-10C,대," 90,000 ",2021,2021-04-04,38," 3,420,000 ",2021-03-05,2021-05-31,87
AKAEV00001,기계공구,핸드그라인더,PG-6,대," 176,000 ",2021,2021-06-18,13," 2,288,000 ",2021-06-12,2021-06-23,11
AKAEW00001,기계공구,단열볼베어링,ZZ 6010(국산),EA," 8,549 ",2021,2021-06-27,7," 59,843 ",2021-06-17,2021-08-02,46
AKAEX00001,기계공구,유도전동기,저압모터 0.75KW 4P 삼상전폐(프리미엄효율),대," 399,000 ",2021,2021-02-07,29," 11,571,000 ",2021-01-21,2021-02-25,35
ALAEY00001,석유화학제품,나프타,공업용,ℓ,540.3 ,2021,2021-01-17,36," 19,451 ",2020-12-24,2021-03-01,67
ALAEZ00001,석유화학제품,에틸렌,99.8%이상,Ton," 1,270,000 ",2021,2021-07-06,48," 60,960,000 ",2021-06-30,2021-08-08,39
ALAFA00001,석유화학제품,프로필렌,99.6%PG중합용,Ton," 1,248,000 ",2021,2021-01-18,35," 43,680,000 ",2020-12-23,2021-01-27,35
ALAFB00001,석유화학제품,부타디엔,1.3 부타디엔,Ton," 910,000 ",2021,2021-12-20,4," 3,640,000 ",2021-12-14,2021-12-25,11
ALAFD00001,석유화학제품,톨루엔,99%,Ton," 961,000 ",2021,2021-07-03,18," 17,298,000 ",2021-06-10,2021-10-19,131
ALAFE00001,석유화학제품,크실렌,99%용제용,Ton," 975,000 ",2021,2021-03-20,10," 9,750,000 ",2021-02-19,2021-03-08,17
ALAFF00001,석유화학제품,싸이클로핵산,99.8%,Ton," 1,923,700 ",2021,2021-06-19,27," 51,939,900 ",2021-05-31,2021-06-03,3
ALAFG00001,석유화학제품,테레프탈산,"4CBA, 25PPM이하",Ton," 805,000 ",2021,2021-04-05,22," 17,710,000 ",2021-04-04,2021-09-10,159
ALAFH00001,석유화학제품,에틸렌그리콜,MEG 99.9%,Ton," 1,100,000 ",2021,2021-05-03,8," 8,800,000 ",2021-04-06,2021-07-18,103
ALAFI00001,석유화학제품,PVC수지,사출용,Ton," 1,710,000 ",2021,2021-09-16,11," 18,810,000 ",2021-09-09,2021-10-03,24
ALAFJ00001,석유화학제품,HDPE,사출용,Ton," 1,560,000 ",2021,2021-03-15,45," 70,200,000 ",2021-03-11,2021-05-23,73
ALAFK00001,석유화학제품,PS,GPPS,Ton," 2,300,000 ",2021,2021-04-13,18," 41,400,000 ",2021-04-02,2021-06-04,63
ALAFL00001,석유화학제품,ABS,일반용 ,Ton," 2,600,000 ",2021,2021-01-12,8," 20,800,000 ",2021-01-06,2021-02-18,43
ALAFM00001,석유화학제품,PP,일반용 ,Ton," 1,450,000 ",2021,2021-10-17,45," 65,250,000 ",2021-10-07,2022-03-30,174
